Chave,TUD,Stemmer
201201003071371626551,186,RSLPS
201201003071371626551,185,UniNE
201201004088371626551,272,NoStem
201201004088371626551,256,Porter
201201004088371626551,242,RSLP
201201004088371626551,269,RSLPS
201201004088371626551,265,UniNE
201201004556371626551,357,NoStem
201201004556371626551,322,Porter
201201004556371626551,301,RSLP
201201004556371626551,342,RSLPS
201201004556371626551,342,UniNE
201201003574371626551,643,NoStem
201201003574371626551,557,Porter
201201003574371626551,518,RSLP
201201003574371626551,599,RSLPS
201201003574371626551,587,UniNE
201201004114371626551,576,NoStem
201201004114371626551,511,Porter
201201004114371626551,477,RSLP
201201004114371626551,552,RSLPS
201201004114371626551,540,UniNE
201201004195371626551,615,NoStem
201201004195371626551,543,Porter
201201004195371626551,505,RSLP
201201004195371626551,572,RSLPS
201201004195371626551,565,UniNE
201201004682371626551,580,NoStem
201201004682371626551,515,Porter
201201004682371626551,477,RSLP
201201004682371626551,549,RSLPS
201201004682371626551,539,UniNE
201201004731371626551,642,NoStem
201201004731371626551,556,Porter
201201004731371626551,516,RSLP
201201004731371626551,598,RSLPS
201201004731371626551,586,UniNE
201201004391371626571,470,NoStem
201201004391371626571,421,Porter
201201004391371626571,392,RSLP
201201004391371626571,444,RSLPS
201201004391371626571,440,UniNE
201201004280371626571,415,NoStem
201201004280371626571,386,Porter
201201004280371626571,360,RSLP
201201004280371626571,397,RSLPS
201201004280371626571,399,UniNE
201201004633371626571,236,NoStem
201201004633371626571,222,Porter
201201004633371626571,206,RSLP
201201004633371626571,226,RSLPS
201201004633371626571,225,UniNE
201201005013371626641,148,NoStem
201201005013371626641,138,Porter
201201005013371626641,131,RSLP
201201005013371626641,145,RSLPS
201201005013371626641,146,UniNE
201201004118371626641,267,NoStem
201201004118371626641,250,Porter
201201004118371626641,242,RSLP
201201004118371626641,262,RSLPS
201201004118371626641,257,UniNE
201201004996371626641,369,NoStem
201201004996371626641,337,Porter
201201004996371626641,315,RSLP
201201004996371626641,355,RSLPS
201201004996371626641,352,UniNE
201201004673371626651,524,NoStem
201201004673371626651,473,Porter
201201004673371626651,443,RSLP
201201004673371626651,505,RSLPS
201201004673371626651,499,UniNE
201201004836371626651,586,NoStem
201201004836371626651,519,Porter
201201004836371626651,481,RSLP
201201004836371626651,555,RSLPS
201201004836371626651,543,UniNE
201201004849371626651,532,NoStem
201201004849371626651,469,Porter
201201004849371626651,435,RSLP
201201004849371626651,507,RSLPS
201201004849371626651,499,UniNE
201201004915371626651,585,NoStem
201201004915371626651,518,Porter
201201004915371626651,480,RSLP
201201004915371626651,554,RSLPS
201201004915371626651,542,UniNE
201201004989371626651,524,NoStem
201201004989371626651,460,Porter
201201004989371626651,432,RSLP
201201004989371626651,503,RSLPS
201201004989371626651,493,UniNE
201201005073371626651,586,NoStem
201201005073371626651,519,Porter
201201005073371626651,480,RSLP
201201005073371626651,555,RSLPS
201201005073371626651,543,UniNE
201201004660371626691,445,NoStem
201201004660371626691,406,Porter
201201004660371626691,392,RSLP
201201004660371626691,433,RSLPS
201201004660371626691,426,UniNE
201201004930371626691,150,NoStem
201201004930371626691,145,Porter
201201004930371626691,139,RSLP
201201004930371626691,148,RSLPS
201201004930371626691,148,UniNE
201201004279371626691,292,NoStem
201201004279371626691,262,Porter
201201004279371626691,244,RSLP
201201004279371626691,279,RSLPS
201201004279371626691,270,UniNE
201201004693371626701,212,NoStem
201201004693371626701,196,Porter
201201004693371626701,187,RSLP
201201004693371626701,207,RSLPS
201201004693371626701,204,UniNE
201201005377371626721,718,NoStem
201201005377371626721,616,Porter
201201005377371626721,571,RSLP
201201005377371626721,675,RSLPS
201201005377371626721,656,UniNE
201201005543371626781,557,NoStem
201201005543371626781,492,Porter
201201005543371626781,460,RSLP
201201005543371626781,530,RSLPS
201201005543371626781,524,UniNE
201201005583371626781,591,NoStem
201201005583371626781,523,Porter
201201005583371626781,485,RSLP
201201005583371626781,560,RSLPS
201201005583371626781,548,UniNE
201201004303371626822,733,NoStem
201201004303371626822,658,Porter
201201004303371626822,615,RSLP
